"date","close","volume","open","high","low"
"2018/05/04","95.1600","22243660.0000","93.3200","95.3700","92.9200"
"2018/05/03","94.0700","31071660.0000","92.9600","94.9250","92.4500"
"2018/05/02","93.5100","27459080.0000","94.9900","95.1700","93.1900"
"2018/05/01","95.0000","31400270.0000","93.2100","95.2900","92.7900"
"2018/04/30","93.5200","41196050.0000","96.3300","96.3964","93.1500"
"2018/04/27","95.8200","48037250.0000","97.6000","97.9000","93.9100"
"2018/04/26","94.2600","41085820.0000","93.5500","95.1500","93.1000"
"2018/04/25","92.3100","33622300.0000","93.3000","93.3000","90.2800"
"2018/04/24","93.1200","34495820.0000","96.2420","96.4700","92.4100"
"2018/04/23","95.3500","22243560.0000","95.7440","96.2900","94.6300"
"2018/04/20","95.0000","31135830.0000","95.9100","96.1100","94.0500"
"2018/04/19","96.1100","23540730.0000","96.4400","97.0700","95.3400"
"2018/04/18","96.4400","21024010.0000","96.2200","96.7200","95.5200"
"2018/04/17","96.0700","25700050.0000","95.0000","96.5400","94.8800"
"2018/04/16","94.1700","20278000.0000","94.0700","94.6600","93.4200"
"2018/04/13","93.0800","23332360.0000","94.0500","94.1800","92.4400"
"2018/04/12","93.5800","26684870.0000","92.4300","94.1600","92.4300"
"2018/04/11","91.8600","24849510.0000","92.0100","93.2900","91.4800"
"2018/04/10","92.8800","26885740.0000","92.3900","93.2800","91.6400"
"2018/04/09","90.7700","31508070.0000","91.0400","93.1700","90.6200"
"2018/04/06","90.2300","37809230.0000","91.4900","92.4600","89.4800"
"2018/04/05","92.3800","29686720.0000","92.4350","93.0650","91.4000"
"2018/04/04","92.3300","35479140.0000","87.8500","92.7600","87.7300"
"2018/04/03","89.7100","37188830.0000","89.5750","90.0500","87.8900"
"2018/04/02","88.5200","48473940.0000","90.4700","90.8800","87.5100"
"2018/03/29","91.2700","45763610.0000","90.1800","92.2900","88.4000"
"2018/03/28","89.3900","52235580.0000","89.8200","91.2300","88.8730"
"2018/03/27","89.4700","55091770.0000","94.9400","95.1390","88.5100"
"2018/03/26","93.7800","56261750.0000","90.6100","94.0000","90.4000"
"2018/03/23","87.1800","43857770.0000","89.5000","90.4600","87.0800"
"2018/03/22","89.7900","38354400.0000","91.2650","91.7500","89.6600"
"2018/03/21","92.4800","24173600.0000","92.9300","94.0500","92.2100"
"2018/03/20","93.1300","22402330.0000","93.0500","93.7700","93.0000"
"2018/03/19","92.8900","32317260.0000","93.7400","93.9000","92.1100"
"2018/03/16","94.6000","49067150.0000","94.6800","95.3800","93.9200"
"2018/03/15","94.1800","27317810.0000","93.5300","94.5800","92.8300"
"2018/03/14","93.8500","31971520.0000","95.1200","95.4100","93.5000"
"2018/03/13","94.4100","34794600.0000","97.0000","97.2400","93.9700"
"2018/03/12","96.7700","26042460.0000","96.5000","97.2100","96.0400"
"2018/03/09","96.5400","36913460.0000","95.2900","96.5400","95.0000"
"2018/03/08","94.4300","26957790.0000","94.2700","95.1000","93.7650"
"2018/03/07","93.8600","26458530.0000","93.1600","93.9406","92.4300"
"2018/03/06","93.3200","21884540.0000","94.3400","94.4900","92.9410"
"2018/03/05","93.6400","23787950.0000","92.3400","94.2700","92.2600"
"2018/03/02","93.0500","32815660.0000","91.5800","93.1500","90.8600"
"2018/03/01","92.8500","36979700.0000","93.9900","94.5700","91.8400"
"2018/02/28","93.7700","30011960.0000","94.8400","95.7050","93.6300"
"2018/02/27","94.2000","25842000.0000","95.7400","95.8400","94.2000"
"2018/02/26","95.4200","30167890.0000","94.4000","95.4500","94.2500"
"2018/02/23","94.0600","26294200.0000","92.7500","94.0700","92.3600"
"2018/02/22","91.7300","23613350.0000","92.0500","92.7300","91.3600"
"2018/02/21","91.4900","26664100.0000","92.9800","93.3595","91.4900"
"2018/02/20","92.7200","30325530.0000","91.4750","93.0600","91.0100"
"2018/02/16","92.0000","30580470.0000","92.4500","93.5000","91.8000"
"2018/02/15","92.6600","27523410.0000","91.2100","92.7200","90.6200"
"2018/02/14","90.8100","34825510.0000","88.5100","90.9900","88.4100"
"2018/02/13","89.8300","26320030.0000","88.9300","90.0000","87.8000"
"2018/02/12","89.1300","35657250.0000","88.7350","89.7800","87.9295"
"2018/02/09","88.1800","63470240.0000","86.3000","88.9300","83.8300"
"2018/02/08","85.0100","55247060.0000","89.7100","89.8750","84.7600"
"2018/02/07","89.6100","41082380.0000","90.4900","91.7700","89.2000"
"2018/02/06","91.3300","67970920.0000","86.8900","91.4750","85.2500"
"2018/02/05","88.0000","50588980.0000","90.5600","93.2400","88.0000"
"2018/02/02","91.7800","47484680.0000","93.6400","93.9700","91.5000"
"2018/02/01","94.2600","46866010.0000","94.7900","96.0700","93.5813"
"2018/01/31","95.0100","47448270.0000","93.7500","95.4000","93.5100"
"2018/01/30","92.7400","37310120.0000","93.3000","93.6600","92.1000"
"2018/01/29","93.9200","31521680.0000","95.1400","95.4500","93.7200"
"2018/01/26","94.0600","28964890.0000","93.1200","94.0600","92.5800"
"2018/01/25","92.3300","26099100.0000","92.4650","93.2400","91.9300"
"2018/01/24","91.8200","32735410.0000","92.5500","93.4300","91.5800"
"2018/01/23","91.9000","23014000.0000","91.9000","92.3000","91.5400"
"2018/01/22","91.6100","23511170.0000","90.0000","91.6200","89.7400"
"2018/01/19","90.0000","35612750.0000","90.1400","90.6100","89.6600"
"2018/01/18","90.1000","24138250.0000","89.8000","90.6700","89.6600"
"2018/01/17","90.1400","25617320.0000","89.0800","90.2800","88.7500"
"2018/01/16","88.3500","36584400.0000","90.1000","90.7900","88.0104"
"2018/01/12","89.6000","24261620.0000","88.6700","89.7800","88.4500"
"2018/01/11","88.0800","17699700.0000","88.1300","88.1300","87.2400"
